epoch,class_name,class_idx,f1,precision,recall
1,Urban fabric,0,0.192982,0.846154,0.108911
1,Industrial or commercial units,1,0.0,0.0,0.0
1,Arable land,2,0.702936,0.78119,0.638932
1,Permanent crops,3,0.0,0.0,0.0
1,Pastures,4,0.0,0.0,0.0
1,Complex cultivation patterns,5,0.08982,0.5,0.049342
1,Land principally occupied by agriculture,6,0.0,0.0,0.0
1,Agro-forestry areas,7,0.0,0.0,0.0
1,Broad-leaved forest,8,0.0,0.0,0.0
1,Coniferous forest,9,0.547558,0.734483,0.436475
1,Mixed forest,10,0.562353,0.692754,0.473267
1,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
1,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
1,"Transitional woodland, shrub",13,0.078431,0.833333,0.041152
1,"Beaches, dunes, sands",14,0.0,0.0,0.0
1,Inland wetlands,15,0.0,0.0,0.0
1,Coastal wetlands,16,0.0,0.0,0.0
1,Inland waters,17,0.0,0.0,0.0
1,Marine waters,18,0.809062,0.905797,0.730994
2,Urban fabric,0,0.588529,0.592965,0.584158
2,Industrial or commercial units,1,0.333333,0.714286,0.217391
2,Arable land,2,0.779503,0.771121,0.788069
2,Permanent crops,3,0.034188,0.5,0.017699
2,Pastures,4,0.566308,0.619608,0.521452
2,Complex cultivation patterns,5,0.410359,0.520202,0.338816
2,Land principally occupied by agriculture,6,0.0,0.0,0.0
2,Agro-forestry areas,7,0.569444,0.773585,0.450549
2,Broad-leaved forest,8,0.504504,0.585075,0.443439
2,Coniferous forest,9,0.610909,0.747774,0.516393
2,Mixed forest,10,0.603774,0.746356,0.506931
2,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
2,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
2,"Transitional woodland, shrub",13,0.537585,0.602041,0.485597
2,"Beaches, dunes, sands",14,0.0,0.0,0.0
2,Inland wetlands,15,0.0,0.0,0.0
2,Coastal wetlands,16,0.0,0.0,0.0
2,Inland waters,17,0.297521,0.6,0.197802
2,Marine waters,18,0.87619,0.958333,0.807018
3,Urban fabric,0,0.616279,0.746479,0.524752
3,Industrial or commercial units,1,0.507463,0.809524,0.369565
3,Arable land,2,0.751748,0.848126,0.675039
3,Permanent crops,3,0.421687,0.660377,0.309735
3,Pastures,4,0.428928,0.877551,0.283828
3,Complex cultivation patterns,5,0.52,0.488439,0.555921
3,Land principally occupied by agriculture,6,0.0,0.0,0.0
3,Agro-forestry areas,7,0.726316,0.69697,0.758242
3,Broad-leaved forest,8,0.440625,0.712121,0.319005
3,Coniferous forest,9,0.709409,0.597475,0.872951
3,Mixed forest,10,0.645087,0.775,0.552475
3,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
3,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
3,"Transitional woodland, shrub",13,0.565356,0.584615,0.547325
3,"Beaches, dunes, sands",14,0.0,0.0,0.0
