epoch,class_name,class_idx,f1,precision,recall
1,Urban fabric,0,0.038278,0.571429,0.019802
1,Industrial or commercial units,1,0.0,0.0,0.0
1,Arable land,2,0.731889,0.698006,0.769231
1,Permanent crops,3,0.0,0.0,0.0
1,Pastures,4,0.126126,0.7,0.069307
1,Complex cultivation patterns,5,0.08547,0.319149,0.049342
1,Land principally occupied by agriculture,6,0.0,0.0,0.0
1,Agro-forestry areas,7,0.021505,0.5,0.010989
1,Broad-leaved forest,8,0.261484,0.596774,0.167421
1,Coniferous forest,9,0.626283,0.627572,0.625
1,Mixed forest,10,0.536058,0.681957,0.441584
1,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
1,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
1,"Transitional woodland, shrub",13,0.395349,0.53125,0.314815
1,"Beaches, dunes, sands",14,0.0,0.0,0.0
1,Inland wetlands,15,0.0,0.0,0.0
1,Coastal wetlands,16,0.0,0.0,0.0
1,Inland waters,17,0.0,0.0,0.0
1,Marine waters,18,0.789298,0.921875,0.690058
2,Urban fabric,0,0.554572,0.686131,0.465347
2,Industrial or commercial units,1,0.0,0.0,0.0
2,Arable land,2,0.732014,0.856842,0.638932
2,Permanent crops,3,0.0,0.0,0.0
2,Pastures,4,0.450704,0.780488,0.316832
2,Complex cultivation patterns,5,0.423154,0.538071,0.348684
2,Land principally occupied by agriculture,6,0.0,0.0,0.0
2,Agro-forestry areas,7,0.466165,0.738095,0.340659
2,Broad-leaved forest,8,0.382637,0.661111,0.269231
2,Coniferous forest,9,0.54359,0.726027,0.434426
2,Mixed forest,10,0.2969,0.842593,0.180198
2,Natural grassland and sparsely vegetated areas,11,0.05,0.5,0.026316
2,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
2,"Transitional woodland, shrub",13,0.558333,0.565401,0.55144
2,"Beaches, dunes, sands",14,0.0,0.0,0.0
2,Inland wetlands,15,0.0,0.0,0.0
2,Coastal wetlands,16,0.0,0.0,0.0
2,Inland waters,17,0.083333,0.8,0.043956
2,Marine waters,18,0.84,0.976744,0.736842
3,Urban fabric,0,0.602667,0.653179,0.559406
3,Industrial or commercial units,1,0.344828,0.833333,0.217391
3,Arable land,2,0.725746,0.894253,0.610675
3,Permanent crops,3,0.197183,0.482759,0.123894
3,Pastures,4,0.276056,0.942308,0.161716
3,Complex cultivation patterns,5,0.483261,0.43342,0.546053
3,Land principally occupied by agriculture,6,0.0,0.0,0.0
3,Agro-forestry areas,7,0.541353,0.857143,0.395604
3,Broad-leaved forest,8,0.565789,0.444444,0.778281
3,Coniferous forest,9,0.709562,0.62916,0.813525
3,Mixed forest,10,0.727426,0.633824,0.853465
3,Natural grassland and sparsely vegetated areas,11,0.04878,0.333333,0.026316
3,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
3,"Transitional woodland, shrub",13,0.60447,0.572744,0.639918
3,"Beaches, dunes, sands",14,0.0,0.0,0.0
3,Inland wetlands,15,0.0,0.0,0.0
3,Coastal wetlands,16,0.0,0.0,0.0
