epoch,class_name,class_idx,f1,precision,recall
1,Urban fabric,0,0.148472,0.62963,0.084158
1,Industrial or commercial units,1,0.0,0.0,0.0
1,Arable land,2,0.661654,0.824356,0.55259
1,Permanent crops,3,0.0,0.0,0.0
1,Pastures,4,0.038585,0.75,0.019802
1,Complex cultivation patterns,5,0.081633,0.358974,0.046053
1,Land principally occupied by agriculture,6,0.0,0.0,0.0
1,Agro-forestry areas,7,0.0,0.0,0.0
1,Broad-leaved forest,8,0.183594,0.671429,0.106335
1,Coniferous forest,9,0.575117,0.673077,0.502049
1,Mixed forest,10,0.630137,0.622824,0.637624
1,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
1,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
1,"Transitional woodland, shrub",13,0.050682,0.481481,0.026749
1,"Beaches, dunes, sands",14,0.0,0.0,0.0
1,Inland wetlands,15,0.030303,0.333333,0.015873
1,Coastal wetlands,16,0.0,0.0,0.0
1,Inland waters,17,0.052083,0.5,0.027473
1,Marine waters,18,0.826923,0.914894,0.754386
2,Urban fabric,0,0.579208,0.579208,0.579208
2,Industrial or commercial units,1,0.37931,0.916667,0.23913
2,Arable land,2,0.768054,0.837037,0.709576
2,Permanent crops,3,0.034783,1.0,0.017699
2,Pastures,4,0.58473,0.67094,0.518152
2,Complex cultivation patterns,5,0.509603,0.417191,0.654605
2,Land principally occupied by agriculture,6,0.0,0.0,0.0
2,Agro-forestry areas,7,0.616352,0.720588,0.538462
2,Broad-leaved forest,8,0.551136,0.473941,0.658371
2,Coniferous forest,9,0.514045,0.816964,0.375
2,Mixed forest,10,0.613103,0.815789,0.491089
2,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
2,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
2,"Transitional woodland, shrub",13,0.081081,0.65625,0.04321
2,"Beaches, dunes, sands",14,0.0,0.0,0.0
2,Inland wetlands,15,0.0,0.0,0.0
2,Coastal wetlands,16,0.0,0.0,0.0
2,Inland waters,17,0.389381,1.0,0.241758
2,Marine waters,18,0.895706,0.941935,0.853801
3,Urban fabric,0,0.644986,0.712575,0.589109
3,Industrial or commercial units,1,0.451613,0.875,0.304348
3,Arable land,2,0.790083,0.834206,0.750392
3,Permanent crops,3,0.429907,0.455446,0.40708
3,Pastures,4,0.539683,0.862319,0.392739
3,Complex cultivation patterns,5,0.505703,0.599099,0.4375
3,Land principally occupied by agriculture,6,0.0,0.0,0.0
3,Agro-forestry areas,7,0.731429,0.761905,0.703297
3,Broad-leaved forest,8,0.574713,0.533981,0.622172
3,Coniferous forest,9,0.59596,0.776316,0.483607
3,Mixed forest,10,0.619684,0.801887,0.504951
3,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
3,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
3,"Transitional woodland, shrub",13,0.560091,0.623737,0.50823
3,"Beaches, dunes, sands",14,0.0,0.0,0.0
3,Inland wetlands,15,0.0,0.0,0.0
3,Coastal wetlands,16,0.0,0.0,0.0
3,Inland waters,17,0.462185,0.982143,0.302198
3,Marine waters,18,0.89172,0.979021,0.818713
