epoch,class_name,class_idx,f1,precision,recall
1,Urban fabric,0,0.112903,0.304348,0.069307
1,Industrial or commercial units,1,0.0,0.0,0.0
1,Arable land,2,0.662409,0.79085,0.569859
1,Permanent crops,3,0.0,0.0,0.0
1,Pastures,4,0.0,0.0,0.0
1,Complex cultivation patterns,5,0.167116,0.462687,0.101974
1,Land principally occupied by agriculture,6,0.0,0.0,0.0
1,Agro-forestry areas,7,0.0,0.0,0.0
1,Broad-leaved forest,8,0.066116,0.380952,0.036199
1,Coniferous forest,9,0.538084,0.671779,0.44877
1,Mixed forest,10,0.558342,0.621359,0.506931
1,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
1,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
1,"Transitional woodland, shrub",13,0.024291,0.75,0.012346
1,"Beaches, dunes, sands",14,0.0,0.0,0.0
1,Inland wetlands,15,0.0,0.0,0.0
1,Coastal wetlands,16,0.0,0.0,0.0
1,Inland waters,17,0.0,0.0,0.0
1,Marine waters,18,0.782334,0.849315,0.725146
2,Urban fabric,0,0.485207,0.602941,0.405941
2,Industrial or commercial units,1,0.041667,0.5,0.021739
2,Arable land,2,0.746141,0.822306,0.682889
2,Permanent crops,3,0.114754,0.777778,0.061947
2,Pastures,4,0.439716,0.775,0.306931
2,Complex cultivation patterns,5,0.430034,0.446809,0.414474
2,Land principally occupied by agriculture,6,0.0,0.0,0.0
2,Agro-forestry areas,7,0.442623,0.870968,0.296703
2,Broad-leaved forest,8,0.501217,0.542105,0.466063
2,Coniferous forest,9,0.624719,0.691542,0.569672
2,Mixed forest,10,0.535176,0.731959,0.421782
2,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
2,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
2,"Transitional woodland, shrub",13,0.04,0.714286,0.020576
2,"Beaches, dunes, sands",14,0.0,0.0,0.0
2,Inland wetlands,15,0.0,0.0,0.0
2,Coastal wetlands,16,0.0,0.0,0.0
2,Inland waters,17,0.398936,0.386598,0.412088
2,Marine waters,18,0.831325,0.857143,0.807018
3,Urban fabric,0,0.573003,0.645963,0.514852
3,Industrial or commercial units,1,0.321429,0.9,0.195652
3,Arable land,2,0.786708,0.774734,0.799058
3,Permanent crops,3,0.15625,0.666667,0.088496
3,Pastures,4,0.515419,0.774834,0.386139
3,Complex cultivation patterns,5,0.529183,0.436831,0.671053
3,Land principally occupied by agriculture,6,0.0,0.0,0.0
3,Agro-forestry areas,7,0.670051,0.622642,0.725275
3,Broad-leaved forest,8,0.568182,0.488599,0.678733
3,Coniferous forest,9,0.581957,0.765886,0.469262
3,Mixed forest,10,0.571056,0.835878,0.433663
3,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
3,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
3,"Transitional woodland, shrub",13,0.556906,0.601432,0.518519
3,"Beaches, dunes, sands",14,0.0,0.0,0.0
3,Inland wetlands,15,0.0,0.0,0.0
3,Coastal wetlands,16,0.0,0.0,0.0
3,Inland waters,17,0.206897,1.0,0.115385
3,Marine waters,18,0.869281,0.985185,0.777778
4,Urban fabric,0,0.636637,0.80916,0.524752
4,Industrial or commercial units,1,0.285714,0.8,0.173913
4,Arable land,2,0.701887,0.879433,0.583987
4,Permanent crops,3,0.436364,0.692308,0.318584
4,Pastures,4,0.632826,0.649306,0.617162
4,Complex cultivation patterns,5,0.280519,0.666667,0.177632
4,Land principally occupied by agriculture,6,0.0,0.0,0.0
4,Agro-forestry areas,7,0.693694,0.587786,0.846154
4,Broad-leaved forest,8,0.33213,0.821429,0.208145
4,Coniferous forest,9,0.725511,0.764172,0.690574
4,Mixed forest,10,0.715328,0.755507,0.679208
4,Natural grassland and sparsely vegetated areas,11,0.0,0.0,0.0
4,"Moors, heathland and sclerophyllous vegetation",12,0.0,0.0,0.0
4,"Transitional woodland, shrub",13,0.572668,0.605505,0.54321
4,"Beaches, dunes, sands",14,0.0,0.0,0.0
4,Inland wetlands,15,0.059701,0.5,0.031746
4,Coastal wetlands,16,0.0,0.0,0.0
4,Inland waters,17,0.613497,0.694444,0.549451
4,Marine waters,18,0.888179,0.978873,0.812865
5,Urban fabric,0,0.626305,0.541516,0.742574
5,Industrial or commercial units,1,0.296296,1.0,0.173913
5,Arable land,2,0.811232,0.806202,0.816327
5,Permanent crops,3,0.492462,0.569767,0.433628
5,Pastures,4,0.657005,0.641509,0.673267
